X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value
D,2021-12-15 16:00:15,2021-12-13, AGTI,"Agiliti Inc. De",Pekarek James B,"EVP, CFO",S - Sale+OE,$19.90,"-15,000","210,984",-7%,"-$298,495"
,2021-12-15 15:42:49,2021-12-14, SRTS,"Sensus Healthcare Inc.",Sardano Joseph C,CEO,S - Sale,$7.22,"-13,969","1,492,479",-1%,"-$100,824"
,2021-12-15 13:48:29,2021-12-15, APTO,Aptose Biosciences Inc.,Rice William G.,"Chair, Pres, CEO",P - Purchase,$1.12,"+17,822","330,069",+6%,"+$19,961"
M,2021-12-15 13:31:09,2021-12-10, SILO,"Silo Pharma Inc.",Weisblum Eric,CEO,P - Purchase,$0.14,"+22,500","7,711,563",0%,"+$3,187"
D,2021-12-15 12:49:39,2021-12-13, KRA,Kraton Corp,Fogarty Kevin Michael,"Pres, CEO",S - Sale+OE,$45.72,"-77,485","464,851",-14%,"-$3,542,800"
D,2021-12-15 12:30:50,2021-12-15, YUM,Yum Brands Inc,Gibbs David W,CEO,S - Sale+OE,$132.01,"-1,452","85,059",-2%,"-$191,679"
,2021-12-15 12:18:46,2021-12-14, PHX,Phx Minerals Inc.,D'Amico Raphael,VP - CFO,P - Purchase,$2.31,"+10,000","239,918",+4%,"+$23,121"
,2021-12-15 12:14:36,2021-12-14, PHX,Phx Minerals Inc.,Stephens Chad L,CEO,P - Purchase,$2.28,"+40,803","490,276",+9%,"+$92,867"
,2021-12-15 11:29:56,2021-12-02, CRDAC,Crawford & Co,Verma Rohit,CEO,P - Purchase,$7.44,"+1,000","4,000",+33%,"+$7,441"
,2021-12-15 11:19:57,2021-12-15, CYTH,"Cyclo Therapeutics Inc.",Fine N Scott,CEO,P - Purchase,$3.89,"+5,000","129,666",+4%,"+$19,450"
,2021-12-15 10:58:57,2021-12-14, NIHK,"Video River Networks Inc.","Video River Networks Inc.","Pres, CEO, 10%",P - Purchase,$0.13,"+320,000","41,500,722",+1%,"+$40,000"
,2021-12-15 10:40:35,2021-12-15, CBKM,Consumers Bancorp Inc /oh/,Lober Ralph J II,"CEO, Pres",P - Purchase,$22.42,+460,"43,201",+1%,"+$10,313"
M,2021-12-15 10:25:37,2021-12-14, ADMQ,"Adm Endeavors Inc.",Johnson Marc,CEO,P - Purchase,$0.08,"+76,000","54,676,548",0%,"+$5,982"
,2021-12-15 09:29:46,2021-12-13, CRTD,"Creatd Inc.",Frommer Jeremy,Co-CEO,P - Purchase,$2.17,+460,"342,750",0%,+$998
,2021-12-15 08:39:23,2021-12-13, HIMS,"Hims & Hers Health Inc.",Dudum Andrew,"CEO, 10%",P - Purchase,$5.93,"+81,100","11,389,972",+1%,"+$480,712"
DM,2021-12-15 08:30:01,2021-12-10, CYRX,"Cryoport Inc.",Shelton Jerrell,"Pres, CEO",S - Sale+OE,$65.15,"-65,250","564,092",-10%,"-$4,251,176"
,2021-12-15 07:20:25,2021-12-14, SNGX,"Soligenix Inc.",Guarino Jonathan L.,"SVP, CFO",P - Purchase,$0.71,"+10,000","10,000",New,"+$7,119"
DM,2021-12-14 21:13:38,2021-12-10, PLAN,"Anaplan Inc.",Calderoni Frank,"COB, CEO",S - Sale+OE,$45.79,"-66,961","1,245,794",-5%,"-$3,066,054"
DM,2021-12-14 21:12:33,2021-12-10, NET,"Cloudflare Inc.",Prince Matthew,"CEO, Chair of the Board, 10%",S - Sale+OE,$145.05,"-104,770",0,-100%,"-$15,196,837"
,2021-12-14 21:04:59,2021-12-14, RELY,"Remitly Global Inc.",Oppenheimer Matthew B.,CEO,P - Purchase,$17.78,"+13,750","5,352,197",0%,"+$244,475"
D,2021-12-14 20:38:49,2021-12-14, CNC,Centene Corp,Neidorff Michael F,"COB, CEO",S - Sale+OE,$79.71,"-50,000","6,902,171",-1%,"-$3,985,520"
D,2021-12-14 20:31:52,2021-12-10, WRBY,Warby Parker Inc.,Miller Steven Clive,CFO,S - Sale+OE,$46.46,"-5,478","157,444",-3%,"-$254,508"
DM,2021-12-14 20:30:35,2021-12-10, WRBY,Warby Parker Inc.,Gilboa David Abraham,Co-CEO,S - Sale+OE,$46.92,"-44,219",0,-100%,"-$2,074,929"
DM,2021-12-14 20:23:09,2021-12-10, ALEC,"Alector Inc.",Suliman Shehnaaz,"Pres, COO",S - Sale+OE,$21.50,"-150,000","102,598",-59%,"-$3,225,316"
M,2021-12-14 20:12:59,2021-12-10, INDI,"Indie Semiconductor Inc.",Schiller Thomas,"CFO, EVP of Strategy",S - Sale,$12.06,"-248,097","1,836,922",-12%,"-$2,993,190"
DM,2021-12-14 20:12:10,2021-12-10, INDI,"Indie Semiconductor Inc.",McClymont Donald,CEO,S - Sale+OE,$12.00,"-187,856","6,160,679",-3%,"-$2,254,133"
M,2021-12-14 19:51:55,2021-12-10, CNFR,"Conifer Holdings Inc.",Petcoff James G,"COB, CEO, 10%",P - Purchase,$2.29,"+12,471","2,641,356",0%,"+$28,581"
M,2021-12-14 19:09:15,2021-12-10, CLRD,"Clearday Inc.",Walesa James,"CEO, 10%",P - Purchase,$3.06,"+4,000","1,111,863",0%,"+$12,238"
,2021-12-14 18:44:19,2021-12-10, SYK,Stryker Corp,Boehnlein Glenn S,"VP, CFO",S - Sale,$259.79,"-2,778","14,540",-16%,"-$721,705"
,2021-12-14 18:37:36,2021-12-14, CXDO,"Crexendo Inc.",Mihaylo Steven G,"CEO, 10%",P - Purchase,$5.20,"+75,000","10,422,393",+1%,"+$390,250"
D,2021-12-14 18:08:57,2021-12-13, ISEE,"Iveric Bio Inc.",Westby Keith,"SVP, COO",S - Sale+OE,$14.74,"-4,517","120,074",-4%,"-$66,603"
D,2021-12-14 18:08:25,2021-12-13, ISEE,"Iveric Bio Inc.",Carroll David Francis,"SVP, CFO, Treasurer",S - Sale+OE,$14.74,"-5,836","97,365",-6%,"-$86,051"
D,2021-12-14 18:07:55,2021-12-13, ISEE,"Iveric Bio Inc.",Sblendorio Glenn,CEO,S - Sale+OE,$14.74,"-8,293","320,999",-3%,"-$122,279"
D,2021-12-14 18:00:17,2021-12-10, CING,Cingulate Inc.,Schaffer Shane J.,CEO,P - Purchase,$0.00,"+16,500","824,328",+2%,+$0
,2021-12-14 17:34:00,2021-12-14, LAZR,"Luminar Technologies Inc./De",Fennimore Thomas,CFO,P - Purchase,$15.05,"+16,000","471,373",+4%,"+$240,754"
,2021-12-14 17:32:58,2021-12-10, BTTX,"Better Therapeutics Inc.",Appelbaum Kevin J,"CEO, 10%",P - Purchase,$5.98,"+1,000","2,408,719",0%,"+$5,975"
,2021-12-14 17:30:07,2021-12-14, RKFL,"Rocketfuel Blockchain Inc.",Yankowitz Bennett J.,CFO,P - Purchase,$0.29,"+2,000","1,419,583",0%,+$580
,2021-12-14 17:16:03,2021-12-10, SELB,Selecta Biosciences Inc,Brunn Carsten,"Pres, CEO",S - Sale,$2.99,"-17,196","305,255",-5%,"-$51,363"
,2021-12-14 17:13:47,2021-12-10, AVTX,"Avalo Therapeutics Inc.",Greenway Schond L.,CFO,P - Purchase,$1.57,"+2,231","3,883",+135%,"+$3,503"
,2021-12-14 17:08:44,2021-12-10, BRST,"Broad Street Realty Inc.",Jacoby Michael Z,CEO,P - Purchase,$2.76,"+3,000","2,649,845",0%,"+$8,280"
,2021-12-14 17:06:20,2021-12-14, MACQ,McAp Acquisition Corp,Koenig Theodore L,"CEO, 10%",P - Purchase,$9.99,"+300,000","6,783,333",+5%,"+$2,997,000"
,2021-12-14 17:05:49,2021-12-14, CUTR,Cutera Inc,Seth Rohan,CFO,P - Purchase,$35.38,"+1,174","13,299",+10%,"+$41,536"
,2021-12-14 17:01:57,2021-12-10, GES,Guess Inc,Anderson Kathryn Low,CFO,S - Sale,$24.60,"-8,260","57,981",-12%,"-$203,196"
D,2021-12-14 17:01:40,2021-12-14, PFHO,Pacific Health Care Organization Inc,Kubota Tom,"CEO, Pres, 10%",P - Purchase,$1.00,"+25,600","7,960,000",0%,"+$25,600"
,2021-12-14 16:50:51,2021-12-10, KALU,Kaiser Aluminum Corp,West Neal E,"EVP, CFO",S - Sale,$92.94,-400,"21,450",-2%,"-$37,176"
,2021-12-14 16:50:13,2021-12-13, EPAM,"Epam Systems Inc.",Dobkin Arkadiy,"CEO, Pres, COB",S - Sale,$682.89,"-4,959","1,687,997",0%,"-$3,386,452"
D,2021-12-14 16:49:13,2021-12-13, ROK,"Rockwell Automation Inc",Moret Blake D.,"Pres, CEO",S - Sale+OE,$350.29,"-1,240","58,421",-2%,"-$434,365"
,2021-12-14 16:48:05,2021-12-10, RDNT,"Radnet Inc.",Hames Norman R,"Pres, COO-West Operations",S - Sale,$27.18,"-10,000","289,375",-3%,"-$271,800"
D,2021-12-14 16:47:12,2021-12-13, MYFW,First Western Financial Inc,Wylie Scott C,"COB, CEO, Pres, 10%",S - Sale+OE,$30.04,"-18,144","787,858",-2%,"-$545,046"
,2021-12-14 16:45:56,2021-12-13, GURE,"Gulf Resources Inc.",Li Min,CFO,S - Sale,$5.04,"-10,000","208,115",-5%,"-$50,382"
,2021-12-14 16:44:42,2021-12-13, ATCX,"Atlas Technical Consultants Inc.",Boyer Lonnie Joe,CEO,P - Purchase,$7.81,"+6,402","180,702",+4%,"+$50,000"
,2021-12-14 16:41:46,2021-12-13, MITI,"Mitesco Inc.",Keller Phillip J,CFO,P - Purchase,$0.16,"+20,000","1,770,000",+1%,"+$3,200"
,2021-12-14 16:36:20,2021-12-14, UMBF,Umb Financial Corp,Kemper J Mariner,"COB, CEO",S - Sale,$104.95,"-1,000","2,960,904",0%,"-$104,954"
M,2021-12-14 16:34:34,2021-12-10, NSIT,Insight Enterprises Inc,Lamneck Kenneth T,CEO,S - Sale,$101.12,"-4,000","296,241",-1%,"-$404,478"
D,2021-12-14 16:30:23,2021-12-13, EXPI,"Exp World Holdings Inc.",Whiteside Jeff,"CFO, CCO",S - Sale+OE,$35.01,"-1,200",150,-89%,"-$42,012"
DM,2021-12-14 16:29:59,2021-12-10, EXPI,"Exp World Holdings Inc.",Sanford Glenn Darrel,"CEO, COB, 10%",S - Sale+OE,$34.54,"-18,000","42,034,338",0%,"-$621,708"
D,2021-12-14 16:29:21,2021-12-10, EXPI,"Exp World Holdings Inc.",Gesing Jason,"CEO of eXp Realty, 10%",S - Sale+OE,$35.76,"-40,000","2,185,172",-2%,"-$1,430,270"
,2021-12-14 16:26:53,2021-12-14, CARE,"Carter Bankshares Inc.",Van Dyke Litz H,CEO,P - Purchase,$14.66,+68,"18,691",0%,+$997
,2021-12-14 16:26:00,2021-12-14, LCI,Lannett Co Inc,Kozlowski John,"VP of Finance, CFO",P - Purchase,$1.81,"+4,900","157,494",+3%,"+$8,869"
,2021-12-14 16:25:57,2021-12-13, EGHT,8X8 Inc /de/,Sipes David,CEO,S - Sale,$17.30,"-78,997","557,313",-12%,"-$1,366,301"
,2021-12-14 16:25:08,2021-12-13, LCI,Lannett Co Inc,Crew Timothy C,CEO,P - Purchase,$1.99,"+20,000","584,270",+4%,"+$39,800"
,2021-12-14 16:24:35,2021-12-10, TZOO,Travelzoo,Bartel Holger,Global CEO,S - Sale,$10.53,"-4,500","7,646",-37%,"-$47,385"
,2021-12-14 16:21:41,2021-12-13, QCOM,Qualcomm Inc/de,Amon Cristiano R,"Pres, CEO",S - Sale,$189.50,"-5,402","119,672",-4%,"-$1,023,679"
,2021-12-14 16:20:31,2021-12-10, HZO,Marinemax Inc,McLamb Michael H,"EVP, CFO, Sec",S - Sale,$57.07,-700,"57,302",-1%,"-$39,949"
,2021-12-14 16:19:10,2021-12-10, QTWO,"Q2 Holdings Inc.",Mehok David J,CFO,S - Sale,$80.00,"-3,004","30,602",-9%,"-$240,320"
,2021-12-14 16:14:28,2021-12-10, KRYS,"Krystal Biotech Inc.",Krishnan Suma,"COO, 10%",S - Sale,$70.50,"-100,000","3,696,850",-3%,"-$7,050,000"
,2021-12-14 16:09:43,2021-12-10, KRYS,"Krystal Biotech Inc.",Krishnan Krish S,"Pres, CEO, 10%",S - Sale,$70.50,"-100,000","3,696,850",-3%,"-$7,050,000"
D,2021-12-14 16:06:21,2021-12-13, FFNW,"First Financial Northwest Inc.",Kiley Joseph W III,"Pres, CEO",S - Sale+OE,$15.99,"-15,000","27,337",-35%,"-$239,850"
,2021-12-14 16:05:53,2021-12-14, SNGX,"Soligenix Inc.",Schaber Christopher J,"COB, CEO, Pres",P - Purchase,$0.73,"+10,000","63,095",+19%,"+$7,269"
D,2021-12-14 16:03:50,2021-12-13, REGN,"Regeneron Pharmaceuticals Inc.",Landry Robert E,EVP Finance CFO,S - Sale+OE,$662.50,-116,"29,489",0%,"-$76,850"
M,2021-12-14 16:03:34,2021-12-10, SAIC,Science Applications International Corp,Natarajan Prabu,"EVP, CFO",P - Purchase,$82.35,"+3,000","18,851",+19%,"+$247,060"
,2021-12-14 16:02:25,2021-12-10, FPI,Farmland Partners Inc.,Pittman Paul A,CEO,P - Purchase,$11.80,+500,"2,522,031",0%,"+$5,900"
,2021-12-14 16:01:18,2021-12-13, FORD,"Forward Industries Inc.",Severino Paul Jean,COO of Subsidiary,S - Sale,$1.99,"-2,000","57,918",-3%,"-$3,980"
,2021-12-14 15:53:12,2021-12-08, COSM,Cosmos Holdings Inc.,Siokas Grigorios,"CEO, 10%",P - Purchase,$6.00,"+125,000","6,834,167",+2%,"+$750,000"
D,2021-12-14 15:48:27,2021-12-10, RMD,Resmed Inc,Sandercock Brett,CFO,S - Sale+OE,$264.92,"-2,500","106,354",-2%,"-$662,300"
D,2021-12-14 15:08:46,2021-12-13, NG,Novagold Resources Inc,Ottewell David A.,"VP, CFO",S - Sale+OE,$7.14,"-16,143","784,012",-2%,"-$115,261"
,2021-12-14 14:14:42,2021-12-06, XPL,Solitario Zinc Corp.,Maronick James R,CFO,P - Purchase,$0.50,"+50,000","641,039",+8%,"+$25,000"
,2021-12-14 14:07:48,2021-12-06, XPL,Solitario Zinc Corp.,Hunt Walter H,COO,P - Purchase,$0.50,"+50,000","465,462",+12%,"+$25,000"
,2021-12-14 14:02:37,2021-12-13, GOOD,Gladstone Commercial Corp,Gerson Gary,CFO,P - Purchase,$22.84,"+2,200","6,052",+57%,"+$50,248"
DM,2021-12-14 13:56:45,2021-12-10, SNPS,Synopsys Inc,De Geus Aart,"COB, Co-CEO",S - Sale+OE,$360.11,"-226,958","404,270",-36%,"-$81,730,833"
D,2021-12-14 12:37:47,2021-12-13, KN,Knowles Corp,Anderson John S.,"SVP, CFO",S - Sale+OE,$22.01,"-50,000","102,792",-33%,"-$1,100,700"
,2021-12-14 12:05:35,2021-12-14, SPWH,"Sportsman'S Warehouse Holdings Inc.",White Jeffrey Justin,Interim CFO,P - Purchase,$11.50,+857,"83,550",+1%,"+$9,856"
D,2021-12-14 11:41:12,2021-11-26, IMKTA,Ingles Markets Inc,Lanning James W,"CEO, Pres, COO",S - Sale+OE,$77.48,"-9,936","10,000",-50%,"-$769,841"
,2021-12-14 11:15:27,2021-12-13, NIHK,"Video River Networks Inc.","Video River Networks Inc.","Pres, CEO, 10%",P - Purchase,$0.12,"+230,000","41,180,722",+1%,"+$27,600"
,2021-12-14 10:13:54,2021-12-13, FIBK,First Interstate Bancsystem Inc,Riley Kevin P,"Pres, CEO",P - Purchase,$39.39,"+2,880","124,321",+2%,"+$113,442"
DM,2021-12-14 09:55:27,2021-12-10, HTBI,"Hometrust Bancshares Inc.",Westbrook Hunter,"Pres, COO",S - Sale+OE,$30.45,"-5,176","66,325",-7%,"-$157,609"
,2021-12-14 09:10:53,2021-12-13, PDSB,Pds Biotechnology Corp,Hill Matthew C,CFO,P - Purchase,$8.99,"+3,100","11,925",+35%,"+$27,860"
,2021-12-14 09:07:58,2021-12-10, TURN,180 Degree Capital Corp. /ny/,Rendino Kevin,"COB, CEO",P - Purchase,$7.29,"+8,893","459,912",+2%,"+$64,811"
,2021-12-14 08:39:44,2021-12-10, MOSY,"Mosys Inc.",Lewis Daniel Lee,CEO,P - Purchase,$3.94,"+5,000","37,250",+16%,"+$19,700"
,2021-12-14 07:31:09,2021-12-13, NGL,Ngl Energy Partners LP,Krimbill H Michael,CEO,P - Purchase,$1.95,"+100,000","4,215,018",+2%,"+$194,750"
,2021-12-14 07:04:25,2021-12-13, MTDR,Matador Resources Co,Goodwin Billy E,"EVP, COO - Operations",P - Purchase,$37.30,"+2,000","159,902",+1%,"+$74,600"
DM,2021-12-13 21:53:06,2021-12-09, WRBY,Warby Parker Inc.,Blumenthal Neil Harris,Co-CEO,S - Sale+OE,$46.45,"-297,341","400,047",-43%,"-$13,811,125"
,2021-12-13 21:37:59,2021-12-13, RGF,"Real Good Food Company Inc.",Law Gerard Garfield,CEO,P - Purchase,$6.55,"+15,042","15,042",New,"+$98,474"
,2021-12-13 21:37:09,2021-12-13, RGF,"Real Good Food Company Inc.",Jagdale Akshay,CFO,P - Purchase,$6.32,"+27,233","27,233",New,"+$172,211"
,2021-12-13 21:30:17,2021-12-09, GPFT,"Grapefruit Usa Inc",Yourist Bradley J,"COB, CEO, 10%",S - Sale,$0.03,"-100,000","129,798,426",0%,"-$3,290"
,2021-12-13 21:30:16,2021-12-09, GPFT,"Grapefruit Usa Inc",Yourist Daniel J.,"COO, 10%",S - Sale,$0.03,"-88,359","128,525,206",0%,"-$2,881"
,2021-12-13 21:22:51,2021-12-10, XELA,"Exela Technologies Inc.",Sortur Shrikant,CFO,P - Purchase,$1.24,"+60,480","76,048",+388%,"+$74,995"
M,2021-12-13 20:39:37,2021-12-09, AGLE,"Aeglea Biotherapeutics Inc.",Quinn Anthony G.,"Pres, CEO",P - Purchase,$3.71,"+53,634","595,090",+10%,"+$198,972"
,2021-12-13 20:37:40,2021-12-09, AGLE,"Aeglea Biotherapeutics Inc.",Alspaugh Jonathan,CFO,P - Purchase,$3.72,"+50,000","90,372",+124%,"+$186,000"
D,2021-12-13 20:12:50,2021-12-13, VCRA,"Vocera Communications Inc.",Lang Brent D.,"COB, Pres, CEO",S - Sale+OE,$56.95,"-9,158","445,541",-2%,"-$521,592"
M,2021-12-13 20:07:09,2021-12-09, VRNT,Verint Systems Inc,Robinson Douglas,CFO,S - Sale,$49.00,"-3,219","227,089",-1%,"-$157,739"
,2021-12-13 20:04:28,2021-12-13, TSLA,"Tesla Inc.",Musk Elon,"CEO, 10%",S - Sale,$992.27,"-169,111","173,488,372",0%,"-$167,804,268"
,2021-12-13 20:03:19,2021-12-13, VRNT,Verint Systems Inc,Bodner Dan,"COB, CEO",S - Sale,$49.23,"-5,672","965,580",-1%,"-$279,233"
D,2021-12-13 20:02:44,2021-12-13, TSLA,"Tesla Inc.",Musk Elon,"CEO, 10%",S - Sale+OE,$965.62,"-764,980","1,369,460",-36%,"-$738,683,277"
,2021-12-13 19:54:35,2021-12-10, BOX,Box Inc,Smith Dylan C,CFO,S - Sale,$26.09,"-15,000","1,211,633",-1%,"-$391,350"
D,2021-12-13 19:52:16,2021-12-10, ISEE,"Iveric Bio Inc.",Westby Keith,"SVP, COO",S - Sale+OE,$14.53,"-3,614","112,091",-3%,"-$52,517"
M,2021-12-13 19:51:34,2021-12-10, GOED,1847 Goedeker Inc.,Fouerti Albert,CEO,P - Purchase,$2.18,"+458,876","788,876",+139%,"+$999,228"
D,2021-12-13 19:49:30,2021-12-10, ISEE,"Iveric Bio Inc.",Carroll David Francis,"SVP, CFO, Treasurer",S - Sale+OE,$14.53,"-3,614","90,701",-4%,"-$52,517"
D,2021-12-13 19:18:19,2021-12-10, NTRA,"Natera Inc.",Brophy Michael Burkes,CFO,S - Sale+OE,$91.33,"-1,196","65,662",-2%,"-$109,231"
D,2021-12-13 19:13:54,2021-12-10, NTRA,"Natera Inc.",Chapman Steven Leonard,"CEO, Pres",S - Sale+OE,$91.33,"-1,145","41,386",-3%,"-$104,573"
,2021-12-13 19:10:09,2021-12-13, BOKF,Bok Financial Corp,Nell Steven E,"EVP, CFO",S - Sale,$104.15,"-1,100","61,148",-2%,"-$114,567"
,2021-12-13 19:00:52,2021-12-09, QS,Quantumscape Corp,Hettrich Kevin,CFO,S - Sale,$25.05,"-46,285","591,510",-7%,"-$1,159,299"
,2021-12-13 18:09:48,2021-12-10, ZNTL,"Zentalis Pharmaceuticals Inc.",Bunker Kevin D.,COO,S - Sale,$71.71,"-10,000","965,417",-1%,"-$717,106"
D,2021-12-13 18:06:59,2021-12-09, TACT,Transact Technologies Inc,Demartino Steven A,"Pres, CFO, Treas., Secr.",S - Sale+OE,$10.51,-405,"76,849",-1%,"-$4,257"
M,2021-12-13 18:04:17,2021-12-10, SIX,Six Flags Entertainment Corp,Bassoul Selim A,"Pres, CEO",P - Purchase,$38.42,"+114,000","508,316",+29%,"+$4,379,705"
,2021-12-13 17:58:39,2021-12-09, WLDN,"Willdan Group Inc.",Brisbin Thomas Donald,CEO,S - Sale,$41.84,"-15,936","337,807",-5%,"-$666,755"
,2021-12-13 17:51:38,2021-12-10, QCOM,Qualcomm Inc/de,Palkhiwala Akash J.,CFO,S - Sale,$185.51,"-1,974","44,996",-4%,"-$366,197"
,2021-12-13 17:36:49,2021-12-10, PYPL,"Paypal Holdings Inc.",Schulman Daniel H,"Pres, CEO",S - Sale,$188.81,"-10,000","188,550",-5%,"-$1,888,094"
,2021-12-13 17:32:55,2021-12-13, AOUT,"American Outdoor Brands Inc.",Murphy Brian Daniel,"Pres, CEO",P - Purchase,$18.32,"+2,718","94,700",+3%,"+$49,794"
,2021-12-13 17:31:40,2021-12-13, AOUT,"American Outdoor Brands Inc.",Fulmer Hugh Andrew,"EVP, CFO, Treasurer",P - Purchase,$18.95,"+2,500","48,130",+5%,"+$47,375"
DM,2021-12-13 17:23:56,2021-12-06, VRSK,"Verisk Analytics Inc.",Stephenson Scott G,"CEO, Pres",S - Sale+OE,$225.59,"-59,580","702,751",-8%,"-$13,440,626"
,2021-12-13 17:22:05,2021-12-13, MACQ,McAp Acquisition Corp,Koenig Theodore L,"CEO, 10%",P - Purchase,$9.98,"+250,000","6,483,333",+4%,"+$2,495,050"
,2021-12-13 17:05:24,2021-12-13, REKR,"Rekor Systems Inc.",Hen Eyal,CFO,P - Purchase,$6.20,"+1,000","59,034",+2%,"+$6,200"
D,2021-12-13 17:00:33,2021-12-10, ET,Energy Transfer LP,Ramsey Matthew S.,COO,P - Purchase,$7.45,"+33,561","1,026,654",+3%,"+$250,003"
D,2021-12-13 17:00:20,2021-12-10, ET,Energy Transfer LP,Long Thomas E,Co-CEO,P - Purchase,$7.45,"+80,546","1,634,868",+5%,"+$600,003"
D,2021-12-13 17:00:18,2021-12-10, ET,Energy Transfer LP,Whitehurst Bradford D.,CFO,P - Purchase,$7.45,"+67,121","809,488",+9%,"+$499,998"
,2021-12-13 16:53:42,2021-12-10, AMSC,American Superconductor Corp /de/,Kosiba John W Jr,"SVP, CFO, Treasurer",S - Sale,$11.31,"-22,754","216,179",-10%,"-$257,407"
D,2021-12-13 16:51:41,2021-12-09, ETSY,Etsy Inc,Silverman Josh,"Pres, CEO",S - Sale+OE,$238.39,"-32,500","65,418",-33%,"-$7,747,670"
D,2021-12-13 16:49:27,2021-12-10, DHI,Horton D R Inc /de/,Wheat Bill W,"EVP, CFO",S - Sale+OE,$108.11,"-35,000","204,695",-15%,"-$3,783,962"
D,2021-12-13 16:48:17,2021-12-10, DHI,Horton D R Inc /de/,Murray Michael J,"EVP, COO",S - Sale+OE,$107.89,"-34,000","233,018",-13%,"-$3,668,141"
D,2021-12-13 16:47:19,2021-12-09, DHI,Horton D R Inc /de/,Auld David V,"Pres, CEO",S - Sale+OE,$108.61,"-32,000","740,723",-4%,"-$3,475,542"
,2021-12-13 16:36:19,2021-12-10, CVLY,Codorus Valley Bancorp Inc,Kauffman Craig L,"Pres, CEO",S - Sale,$21.71,-395,"24,228",-2%,"-$8,575"
,2021-12-13 16:35:50,2021-12-10, SO,Southern Co,Kuczynski Stephen E,"Pres, CEO, Southern Nuclear",S - Sale,$64.89,"-2,500","81,651",-3%,"-$162,225"
,2021-12-13 16:33:06,2021-12-10, JBL,Jabil Inc,Borges Steven D,"EVP, CEO, Regulated Industries",S - Sale,$65.04,-426,"217,703",0%,"-$27,707"
D,2021-12-13 16:28:43,2021-12-10, SNEX,Stonex Group Inc.,Dunaway William J,CFO,S - Sale+OE,$59.91,"-13,332","58,321",-19%,"-$798,756"
D,2021-12-13 16:19:02,2021-12-10, CDLX,"Cardlytics Inc.",Christiansen Andrew,CFO,S - Sale+OE,$68.91,"-1,989","12,855",-13%,"-$137,070"
D,2021-12-13 16:18:48,2021-12-10, CDLX,"Cardlytics Inc.",Laube Lynne Marie,CEO,S - Sale+OE,$68.34,"-13,076","367,647",-3%,"-$893,619"
,2021-12-13 16:16:32,2021-12-10, EXTR,Extreme Networks Inc,Thomas Remi,EVP CFO,S - Sale,$14.35,"-20,000","122,549",-14%,"-$287,000"
M,2021-12-13 16:16:30,2021-12-09, MEDP,"Medpace Holdings Inc.",Troendle August J.,"CEO, 10%",S - Sale,$212.09,"-15,303","6,464,873",0%,"-$3,245,629"
,2021-12-13 16:15:20,2021-12-10, XAIR,"Beyond Air Inc.",Lisi Steven A.,"CEO, COB",P - Purchase,$8.53,"+40,000","1,171,487",+4%,"+$341,200"
,2021-12-13 16:10:46,2021-12-09, NUAN,"Nuance Communications Inc.",Benjamin Mark D,CEO,S - Sale,$54.86,"-72,501","303,427",-19%,"-$3,977,666"
,2021-12-13 16:10:45,2021-12-09, STT,State Street Corp,Taraporevala Cyrus,"EVP; Pres, CEO of SSGA",S - Sale,$92.12,"-4,487","82,170",-5%,"-$413,342"
DM,2021-12-13 16:08:08,2021-12-09, FFNW,"First Financial Northwest Inc.",Kiley Joseph W III,"Pres, CEO",S - Sale+OE,$16.16,"-20,000","27,337",-42%,"-$323,200"
,2021-12-13 16:06:11,2021-12-10, LMPX,"Lmp Automotive Holdings Inc.",Aldahan Richard,COO,P - Purchase,$8.00,"+5,000","31,357",+19%,"+$40,000"
D,2021-12-13 16:06:07,2021-12-09, MDB,"Mongodb Inc.",Gordon Michael Lawrence,"COO, CFO",S - Sale+OE,$532.51,"-10,000","103,038",-9%,"-$5,325,130"
M,2021-12-13 15:10:26,2021-12-09, SRTS,"Sensus Healthcare Inc.",Sardano Joseph C,CEO,S - Sale,$7.79,"-32,201","1,506,448",-2%,"-$250,789"
,2021-12-13 14:47:56,2021-12-10, SPWH,"Sportsman'S Warehouse Holdings Inc.",Barker Jon,"Pres, CEO",P - Purchase,$12.01,"+1,000","552,708",0%,"+$12,010"
,2021-12-13 13:14:17,2021-12-09, UBFO,United Security Bancshares,Eytcheson David L,"SVP, COO",P - Purchase,$8.20,"+9,973","118,490",+9%,"+$81,779"
,2021-12-13 12:47:52,2021-12-09, FNWB,First Northwest Bancorp,Bullard Geraldine L.,"EVP, CFO, Principal Acc't Offi",P - Purchase,$18.25,+545,"22,036",+3%,"+$9,946"
D,2021-12-13 11:57:22,2021-12-09, CUBI,"Customers Bancorp Inc.",Sidhu Jay S,"COB, CEO",S - Sale+OE,$57.25,"-20,000","1,424,912",-1%,"-$1,145,066"
,2021-12-13 11:49:10,2021-12-10, NIHK,"Video River Networks Inc.","Video River Networks Inc.","Pres, CEO, 10%",P - Purchase,$0.12,"+233,502","40,950,722",+1%,"+$28,020"
D,2021-12-13 10:46:39,2021-12-07, CUBI,"Customers Bancorp Inc.",Sidhu Jay S,"COB, CEO",S - Sale+OE,$57.98,"-40,000","1,424,912",-3%,"-$2,319,068"
M,2021-12-13 10:34:20,2021-12-09, ADMQ,"Adm Endeavors Inc.",Johnson Marc,CEO,P - Purchase,$0.08,"+73,000","54,600,548",0%,"+$5,865"
