X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value
DM,2021/11/29 17:35,2021/11/24, IPAR,Inter Parfums Inc,Santi Philippe,CFO Interparfums SA,S - Sale+OE,$88.82,-4,0,-100%,-$355273
,2021/11/29 17:28,2021/11/29, WISA,Summit Wireless Technologies Inc.,Oliva George,CFO,S - Sale,$1.80,-10,102582,-9%,-$18000
,2021/11/29 17:22,2021/11/24, PCOR,Procore Technologies Inc.,Courtemanche Craig F. Jr.,CEO Pres,S - Sale,$80.45,-17828,6312562,0%,-$1434263
,2021/11/29 17:20,2021/11/24, PCOR,Procore Technologies Inc.,Lyandres Paul,CFO Treasurer,S - Sale,$80.45,-7835,384524,-2%,-$630326
,2021/11/29 17:09,2021/11/24, RCRT,Recruiter.Com Group Inc.,Sohn Evan,CEO Exec COB,P - Purchase,$3.45,14,212371,+1%,+$4830
D,2021/11/29 17:06,2021/11/26, PI,Impinj Inc,Baker Cary,CFO,S - Sale+OE,$75.03,-1515,22801,-6%,-$113670
D,2021/11/29 17:05,2021/11/24, CRVL,Corvel Corp,O'Brien Brandon,CFO,S - Sale+OE,$200.00,-441,2656,-14%,-$88200
,2021/11/29 16:50,2021/11/29, AOMR,Angel Oak Mortgage Inc.,Filson Brandon,CFO Treasurer,P - Purchase,$16.34,500,99284,+1%,+$8172
,2021/11/29 16:48,2021/11/26, NVCR,Novocure Ltd,Danziger Asaf,CEO,P - Purchase,$102.44,4974,13276,+60%,+$509539
,2021/11/29 16:47,2021/11/26, BWXT,Bwx Technologies Inc.,Lemasters Robb A.,SVP CFO,P - Purchase,$48.99,5,21175,+31%,+$244963
D,2021/11/29 16:46,2021/11/26, ZTS,Zoetis Inc.,Peck Kristin C,CEO,S - Sale+OE,$223.10,-145,26424,-35%,-$3234955
D,2021/11/29 16:42,2021/11/26, APRN,Blue Apron Holdings Inc.,Gmunder Charlean,COO,S - Sale+OE,$9.89,-6758,11700,-37%,-$66813
,2021/11/29 16:40,2021/11/24, WTBA,West Bancorporation Inc,Nelson David D,CEO Pres,P - Purchase,$33.69,349,185755,0%,+$11758
D,2021/11/29 16:39,2021/11/26, APRN,Blue Apron Holdings Inc.,Kozlowski Linda F,Pres CEO,S - Sale+OE,$9.89,-6919,130112,-5%,-$68405
M,2021/11/29 16:38,2021/11/24, ID,Parts Id Inc.,Ciappina Antonino,CEO,S - Sale,$2.49,-3304,116392,-3%,-$8243
M,2021/11/29 16:38,2021/11/24, ID,Parts Id Inc.,Agrawal Kailas,CFO,S - Sale,$2.49,-3177,111915,-3%,-$7926
M,2021/11/29 16:38,2021/11/24, ID,Parts Id Inc.,Roy Ajay,COO,S - Sale,$2.49,-3177,111915,-3%,-$7926
D,2021/11/29 16:35,2021/11/24, TWST,Twist Bioscience Corp,Weiss Patrick,COO,S - Sale+OE,$95.29,-2801,47488,-6%,-$266907
,2021/11/29 16:33,2021/11/24, CLR,Continental Resources Inc,Hart John D,SVP CFO CSO,S - Sale,$50.32,-9,506711,-2%,-$452840
,2021/11/29 16:32,2021/11/26, GCBC,Greene County Bancorp Inc,Gibson Donald E,Pres CEO,P - Purchase,$33.01,200,95336,0%,+$6602
,2021/11/29 16:32,2021/11/29, FRD,Friedman Industries Inc,Taylor Mike J,Pres   CEO   Dir,P - Purchase,$11.04,2,121144,+2%,+$22080
D,2021/11/29 16:30,2021/11/24, UTHR,United Therapeutics Corp,Rothblatt Martine A,Chairperson CEO,S - Sale+OE,$200.64,-3083,651845,0%,-$618573
D,2021/11/29 16:28,2021/11/24, MOV,Movado Group Inc,Demarsilis Sallie A,CFO,S - Sale+OE,$44.16,-188,56342,-25%,-$830114
M,2021/11/29 16:23,2021/11/24, MEDP,Medpace Holdings Inc.,Troendle August J.,CEO 10%,S - Sale,$212.11,-29649,6560011,0%,-$6288735
M,2021/11/29 16:20,2021/11/24, BELFB,Bel Fuse Inc /nj,Tuweiq Farouq Salem Ali,CFO,P - Purchase,$12.54,607,12607,+5%,+$7612
,2021/11/29 16:19,2021/11/24, CDNA,Caredx Inc.,Dhingra Ankur,CFO,P - Purchase,$42.34,5,19500,+34%,+$211694
,2021/11/29 16:17,2021/11/29, LSI,Life Storage Inc.,Gregoire Andrew J,CFO,S - Sale,$134.66,-75,93793,-7%,-$1009950
,2021/11/29 16:12,2021/11/26, TRST,Trustco Bank Corp N Y,Curley Kevin M,EVP COO,P - Purchase,$32.22,600,25816,+2%,+$19332
,2021/11/29 16:08,2021/11/24, AVYA,Avaya Holdings Corp.,Chirico James M,Pres CEO,S - Sale,$21.41,-50,1147748,-4%,-$1070500
,2021/11/29 16:05,2021/11/24, AVYA,Avaya Holdings Corp.,McGrath Kieran J,EVP CFO,S - Sale,$21.83,-35,266701,-12%,-$764050
,2021/11/29 16:05,2021/11/24, WMT,Walmart Inc.,McMillon C Douglas,Pres CEO,S - Sale,$146.78,-9708,1869776,-1%,-$1424892
D,2021/11/29 16:04,2021/11/24, ISBC,Investors Bancorp Inc.,Burke P. Sean,EVP CFO,S - Sale+OE,$16.21,-100946,179085,-36%,-$1635961
D,2021/11/29 16:02,2021/11/24, GPRO,Gopro Inc.,Woodman Nicholas,CEO COB 10%,S - Sale+OE,$10.55,-200,595936,-25%,-$2110700
,2021/11/29 16:01,2021/11/24, ABC,Amerisourcebergen Corp,Collis Steven H,COB Pres CEO,S - Sale,$123.66,-17168,223505,-7%,-$2122995
,2021/11/29 14:54,2021/11/19, TMP,Tompkins Financial Corp,Hartz Gregory J,EVP Pres CEO Tompkins Trust,S - Sale,$82.89,-1934,32909,-6%,-$160309
,2021/11/29 14:51,2021/11/26, PBBK,Pb Bankshares Inc.,Amin Janak M,Pres CEO,P - Purchase,$13.73,5318,37576,+16%,+$73008
,2021/11/29 14:39,2021/11/24, NSYS,Nortech Systems Inc,Miller Jay D,Pres CEO,P - Purchase,$9.91,100,26900,0%,+$991
,2021/11/29 14:31,2021/11/26, CXDO,Crexendo Inc.,Mihaylo Steven G,CEO 10%,P - Purchase,$5.15,4061,10332393,0%,+$20914
D,2021/11/29 14:27,2021/11/24, HVBC,Hv Bancorp Inc.,Thompson Travis J,COB Pres CEO,P - Purchase,$22.94,400,53506,+1%,+$9177
M,2021/11/29 13:47,2021/11/23, MCOA,Marijuana Co of America Inc.,Quintero Jesus,CEO CFO 10%,S - Sale,$0.00,,30665789,-18%,-$13333
D,2021/11/29 13:05,2021/11/24, HTBI,Hometrust Bancshares Inc.,Westbrook Hunter,Pres COO,S - Sale+OE,$31.71,-1,66325,-1%,-$31705
D,2021/11/29 12:54,2021/11/24, NG,Novagold Resources Inc,Lang Gregory A.,Pres CEO,S - Sale+OE,$7.32,-18821,1990628,-1%,-$137770
,2021/11/29 12:37,2021/11/24, CIEN,Ciena Corp,Moylan James E Jr,SVP Finance CFO,S - Sale,$60.35,-2,311048,-1%,-$120700
D,2021/11/29 12:18,2021/11/24, SNAX,Stryve Foods Inc.,Oblas Joe A,CEO,P - Purchase,$4.32,4,821841,0%,+$17260
D,2021/11/29 12:12,2021/11/24, PBHC,Pathfinder Bancorp Inc.,Rusnak Walter,SVP CFO,P - Purchase,$16.98,1223,57336,+2%,+$20767
,2021/11/29 11:56,2021/11/26, AMHG,Amergent Hospitality Group Inc,Pruitt Michael D,CEO,P - Purchase,$0.36,3,40529,+8%,+$1080
,2021/11/29 11:53,2021/11/26, APTO,Aptose Biosciences Inc.,Rice William G.,Chair Pres CEO,P - Purchase,$2.31,8643,312247,+3%,+$19965
,2021/11/29 11:24,2021/11/26, NBTB,Nbt Bancorp Inc,Kingsley Scott Allen,EVP CFO,P - Purchase,$35.57,1265,10500,+14%,+$44996
AD,2021/11/29 11:16,2021/11/24, ARIZ,Arisz Acquisition Corp.,Hindle-Yang Fang,CEO 10%,P - Purchase,$10.00,135,1874889,+1%,+$135000
D,2021/11/29 10:50,2021/11/26, HOMB,Home Bancshares Inc,Allison John W,COB CEO,P - Purchase,$24.00,5,6598994,0%,+$120019
,2021/11/29 10:42,2021/11/29, CLF,Cleveland-Cliffs Inc.,Goncalves Celso L Jr,EVP CFO,P - Purchase,$21.18,5,78921,+7%,+$105895
DM,2021/11/29 10:39,2021/11/24, OESX,Orion Energy Systems Inc.,Altschaefl Michael W,CEO Board Chair,P - Purchase,$3.61,15,835093,+2%,+$54104
,2021/11/29 10:00,2021/11/23, NTWK,Netsol Technologies Inc,Ghauri Najeeb,CEO,P - Purchase,$4.21,4,808656,0%,+$16840
D,2021/11/29 09:32,2021/11/24, CUBI,Customers Bancorp Inc.,Sidhu Jay S,COB CEO,S - Sale+OE,$58.72,-25,1424912,-2%,-$1467958
,2021/11/29 07:30,2021/11/26, LYLT,Loyalty Ventures Inc.,Horn Charles L,Pres CEO,P - Purchase,$29.74,841,14035,+6%,+$25000
,2021/11/26 21:51,2021/11/24, ADMQ,Adm Endeavors Inc.,Johnson Marc,CEO,P - Purchase,$0.08,35543,64502048,+1%,+$28079
A,2021/11/26 20:18,2021/11/19, PZZA,Papa Johns International Inc,Swaysland Jack H,COO International,S - Sale,$133.02,-4,9661,-29%,-$532077
,2021/11/26 20:18,2021/11/24, PZZA,Papa Johns International Inc,Lynch Robert,Pres CEO,S - Sale,$133.47,-125,89947,-12%,-$1668387
D,2021/11/26 18:16,2021/11/24, FTNT,Fortinet Inc.,Jensen Keith,CFO Chief Accounting Officer,S - Sale+OE,$330.00,-7992,845,-90%,-$2637383
,2021/11/26 18:11,2021/11/23, CTSO,Cytosorbents Corp,Bloch Kathleen P.,CFO,P - Purchase,$4.98,4,386433,+1%,+$19920
D,2021/11/26 18:03,2021/11/23, PRVA,Privia Health Group Inc.,Morris Matthew Shawn,CEO,S - Sale+OE,$27.70,-339062,121739,-74%,-$9390322
D,2021/11/26 18:00,2021/11/23, PRVA,Privia Health Group Inc.,Mehrotra Parth,Pres COO,S - Sale+OE,$27.70,-157929,97391,-62%,-$4373844
M,2021/11/26 17:51,2021/11/23, ASAN,Asana Inc.,Moskovitz Dustin A.,Pres CEO Chair 10%,P - Purchase,$100.00,371928,9736722,+4%,+$37192800
DM,2021/11/26 17:36,2021/11/23, OLO,Olo Inc.,Tucker Matthew J.,Pres COO,S - Sale+OE,$25.24,-3315,0,-100%,-$836827
,2021/11/26 17:29,2021/11/24, CACI,Caci International Inc /de/,Mutryn Thomas A,EVP CFO,S - Sale,$277.30,-45,36850,-11%,-$1247843
,2021/11/26 16:48,2021/11/24, CERT,Certara Inc.,Feehery William F,CEO,S - Sale,$28.43,-145,2723051,-5%,-$4122545
,2021/11/26 16:47,2021/11/23, SWCH,Switch Inc.,Roy Rob,CEO,S - Sale,$26.79,-200,15371000,-1%,-$5358880
,2021/11/26 16:36,2021/11/26, BCBP,Bcb Bancorp Inc,Coughlin Thomas Michael,CEO,P - Purchase,$14.43,1,274290,0%,+$14430
,2021/11/26 16:22,2021/11/26, BCBP,Bcb Bancorp Inc,Keating Thomas,CFO,P - Purchase,$14.30,700,23222,+3%,+$10010
DM,2021/11/26 16:21,2021/11/19, MMAT,Meta Materials Inc.,Palikaras Georgios,CEO Pres 10%,S - Sale+OE,$4.14,-518287,30050586,-2%,-$2147837
M,2021/11/26 16:07,2021/11/23, VHC,Virnetx Holding Corp,Larsen Kendall,Pres CEO 10%,P - Purchase,$2.89,27759,8484995,0%,+$80262
M,2021/11/26 16:06,2021/11/23, EMMA,Emmaus Life Sciences Inc.,Niihara Yutaka,COB CEO 10%,P - Purchase,$1.34,263,11128241,0%,+$35312
M,2021/11/26 16:05,2021/11/23, EMMA,Emmaus Life Sciences Inc.,Lee Willis C,Vice COB COO,P - Purchase,$1.34,38,428435,+10%,+$50850
M,2021/11/26 16:03,2021/11/23, TZOO,Travelzoo,Bartel Holger,Global CEO,S - Sale,$9.71,-155,53070,-23%,-$150555
,2021/11/26 16:02,2021/11/23, EXPI,Exp World Holdings Inc.,Sanford Glenn Darrel,CEO COB 10%,S - Sale,$36.73,-125,42059338,0%,-$459085
D,2021/11/26 15:20,2021/11/23, GIC,Global Industrial Co,Litwin Barry,CEO,S - Sale+OE,$44.00,-817,78311,-1%,-$35948
,2021/11/26 15:10,2021/11/24, FRAF,Franklin Financial Services Corp /pa/,Hollar Mark R,CFO,P - Purchase,$32.65,3,6093,0%,+$98
DM,2021/11/26 15:09,2021/11/23, HTBI,Hometrust Bancshares Inc.,Stonestreet Dana L.,COB CEO,S - Sale+OE,$31.73,-8518,219731,-4%,-$270259
,2021/11/26 14:31,2021/11/23, ECOR,Electrocore Inc.,Goldberger Daniel S,CEO,P - Purchase,$0.75,15,285308,+6%,+$11247
,2021/11/26 14:02,2021/11/23, ZI,Zoominfo Technologies Inc.,Schuck Henry,CEO 10%,S - Sale,$68.32,,23756099,-5%,-$88819822
,2021/11/26 13:59,2021/11/24, MRNA,Moderna Inc.,Bancel Stephane,CEO,S - Sale,$273.01,-9,22132120,0%,-$2457090
,2021/11/26 13:44,2021/11/24, GTYH,Gty Technology Holdings Inc.,Parass Tj,CEO Pres,P - Purchase,$6.79,15414,110029,+16%,+$104661
,2021/11/26 13:30,2021/11/23, DRMA,Dermata Therapeutics Inc.,Proehl Gerald T,Pres CEO COB 10%,P - Purchase,$2.40,20,3180465,+1%,+$48000
D,2021/11/26 13:08,2021/11/24, BTTR,Better Choice Co Inc.,Lerner Scott,CEO,P - Purchase,$3.90,512,17495,+3%,+$1997
D,2021/11/26 13:00,2021/11/24, EXC,Exelon Corp,Dominguez Joseph,CEO Exelon Generation,S - Sale+OE,$54.39,-16,20821,-43%,-$870240
,2021/11/26 11:57,2021/11/26, AUMN,Golden Minerals Co,Vogels Robert P,SVP CFO,S - Sale,$0.40,-2543,307871,-8%,-$10292
,2021/11/26 11:30,2021/11/23, MNTS,Momentus Inc.,Rood John C.,CEO,S - Sale,$7.58,-28041,29245,-49%,-$212618
,2021/11/26 11:30,2021/11/23, MNTS,Momentus Inc.,Kim Jikun,CFO,S - Sale,$7.58,-61451,45606,-57%,-$465737
,2021/11/26 10:04,2021/11/23, EPAM,Epam Systems Inc.,Dobkin Arkadiy,CEO Pres COB,S - Sale,$661.37,-5,1742956,0%,-$3306850
,2021/11/24 21:10,2021/11/22, TXG,10X Genomics Inc.,McAnear Justin J.,CFO,S - Sale,$148.38,-281,38819,-1%,-$41695
,2021/11/24 21:08,2021/11/22, TXG,10X Genomics Inc.,Saxonov Serge,CEO,S - Sale,$148.38,-772,979067,0%,-$114550
M,2021/11/24 20:48,2021/11/22, TMCI,Treace Medical Concepts Inc.,Treace John T.,CEO 10%,S - Sale,$17.86,-165,10911709,-1%,-$2946489
D,2021/11/24 20:20,2021/11/23, SEMR,Semrush Holdings Inc.,Melnikov Dmitry,COO 10%,S - Sale+OE,$19.68,-500,400000,-56%,-$9840000
,2021/11/24 20:19,2021/11/23, SEMR,Semrush Holdings Inc.,Shchegolev Oleg,CEO 10%,S - Sale,$19.68,-500,2296600,-18%,-$9840000
M,2021/11/24 20:14,2021/11/22, ACEL,Accel Entertainment Inc.,Rubenstein Andrew H.,CEO Pres,S - Sale,$13.07,-11458,4280985,0%,-$149805
D,2021/11/24 20:05,2021/11/24, BILL,Bill.Com Holdings Inc.,Murray Blake Thomas,CEO DivvyPay LLC,S - Sale+OE,$297.86,-127656,1247569,-9%,-$38023355
D,2021/11/24 19:59,2021/11/23, ITOS,Iteos Therapeutics Inc.,Detheux Michel,CEO,S - Sale+OE,$36.08,-145,78200,-16%,-$523160
,2021/11/24 19:53,2021/11/24, AUGX,Augmedix Inc.,Krakaris Emmanuel,Pres CEO SECRETARY,P - Purchase,$3.20,15551,53051,+41%,+$49763
A,2021/11/24 19:46,2021/11/17, FB,Meta Platforms Inc.,Wehner David M.,CFO,S - Sale,$344.22,-1039,34994,-3%,-$357645
,2021/11/24 19:32,2021/11/22, SNOW,Snowflake Inc.,Slootman Frank,CEO COB,S - Sale,$388.72,-478,1366688,0%,-$1858085
DM,2021/11/24 19:32,2021/11/22, RVLV,Revolve Group Inc.,Mente Michael,CO-CEO 10%,S - Sale+OE,$81.72,-196103,73000,-73%,-$16026488
D,2021/11/24 19:31,2021/11/22, SNOW,Snowflake Inc.,Slootman Frank,CEO COB,S - Sale+OE,$370.22,-121403,22362,-84%,-$44946310
M,2021/11/24 19:23,2021/11/22, ARC,Arc Document Solutions Inc.,Suriyakumar Kumarakulasingam,COB Pres CEO 10%,P - Purchase,$2.98,45748,1436560,+3%,+$136367
DM,2021/11/24 19:23,2021/11/23, DASH,Doordash Inc.,Payne Christopher D,Pres COO,S - Sale+OE,$186.50,-44,327189,-12%,-$8206171
,2021/11/24 19:22,2021/11/22, DASH,Doordash Inc.,Payne Christopher D,Pres COO,S - Sale,$200.90,-15025,327189,-4%,-$3018583
D,2021/11/24 19:22,2021/11/23, PRCH,Porch Group Inc.,Neagle Matthew,COO,S - Sale+OE,$23.72,-155,469384,-3%,-$367665
,2021/11/24 19:20,2021/11/22, KTOS,Kratos Defense & Security Solutions Inc.,Lund Deanna H,EVP CFO,S - Sale,$20.13,-115,192862,-6%,-$231443
,2021/11/24 19:15,2021/11/22, KTOS,Kratos Defense & Security Solutions Inc.,Demarco Eric M,Pres CEO,S - Sale,$20.27,-10,404843,-2%,-$202736
,2021/11/24 19:15,2021/11/22, DASH,Doordash Inc.,Adarkar Prabir,CFO,S - Sale,$200.90,-66986,1027193,-6%,-$13457609
DM,2021/11/24 19:11,2021/11/22, RVLV,Revolve Group Inc.,Karanikolas Michael,CO-CEO 10%,S - Sale+OE,$81.72,-196103,123000,-61%,-$16026488
M,2021/11/24 19:10,2021/11/22, RBLX,Roblox Corp,Guthrie Michael,CFO,S - Sale,$131.62,-34977,75198,-32%,-$4603743
D,2021/11/24 19:07,2021/11/22, RBLX,Roblox Corp,Guthrie Michael,CFO,S - Sale+OE,$123.00,-9365,110175,-46%,-$11518999
DM,2021/11/24 19:06,2021/11/22, BILL,Bill.Com Holdings Inc.,Murray Blake Thomas,CEO DivvyPay LLC,S - Sale+OE,$298.53,-207437,1263251,-14%,-$61925901
,2021/11/24 19:03,2021/11/22, RBLX,Roblox Corp,Baszucki David,Pres CEO 10%,S - Sale,$137.36,-2714,375000,-7%,-$3727801
,2021/11/24 19:00,2021/11/23, LSCC,Lattice Semiconductor Corp,Luther Sherri R,VP Corp CFO,S - Sale,$79.99,-15214,101959,-13%,-$1216907
,2021/11/24 19:00,2021/11/22, RBLX,Roblox Corp,Baszucki David,Pres CEO 10%,S - Sale,$124.91,-40576,402140,-50%,-$50682474
,2021/11/24 18:57,2021/11/22, RBLX,Roblox Corp,Baszucki David,Pres CEO 10%,S - Sale,$124.17,-5046,57900,-90%,-$62656451
D,2021/11/24 18:51,2021/11/22, ANET,Arista Networks Inc.,Ullal Jayshree,Pres CEO,S - Sale+OE,$130.13,-100,10539435,-1%,-$13013000
,2021/11/24 18:48,2021/11/23, BRST,Broad Street Realty Inc.,Jacoby Michael Z,CEO,P - Purchase,$2.41,46,2611845,0%,+$11086
D,2021/11/24 18:38,2021/11/23, NET,Cloudflare Inc.,Seifert Thomas J,CFO,S - Sale+OE,$183.68,-20,50156,-29%,-$3673642
,2021/11/24 18:37,2021/11/24, CXDO,Crexendo Inc.,Mihaylo Steven G,CEO 10%,P - Purchase,$5.08,10939,10328332,0%,+$55586
,2021/11/24 18:35,2021/11/23, BCRX,Biocryst Pharmaceuticals Inc,Doyle Anthony,CFO,P - Purchase,$12.48,35258,93719,+60%,+$440020
,2021/11/24 18:31,2021/11/23, ALHC,Alignment Healthcare Inc.,Kao John E,CEO,S - Sale,$20.11,-419646,3876421,-10%,-$8438032
,2021/11/24 18:31,2021/11/23, ALHC,Alignment Healthcare Inc.,Freeman Robert Thomas,CFO,S - Sale,$20.11,-85279,1015855,-8%,-$1714747
,2021/11/24 18:27,2021/11/23, CXDO,Crexendo Inc.,Mihaylo Steven G,CEO 10%,P - Purchase,$5.22,19,10317393,0%,+$99263
,2021/11/24 18:27,2021/11/24, SWKS,Skyworks Solutions Inc.,Griffin Liam,COB CEO Pres,S - Sale,$153.32,-10,135151,-7%,-$1533207
,2021/11/24 18:18,2021/11/22, WMC,Western Asset Mortgage Capital Corp,Neumayer Elliott,COO,P - Purchase,$2.19,5,11991,+72%,+$10950
D,2021/11/24 18:18,2021/11/22, PRVA,Privia Health Group Inc.,Morris Matthew Shawn,CEO,S - Sale+OE,$28.12,-29228,121739,-19%,-$821891
M,2021/11/24 18:17,2021/11/22, BH,Biglari Holdings Inc.,Biglari Sardar,COB CEO 10%,P - Purchase,$147.15,28966,1462546,+2%,+$4262338
,2021/11/24 18:16,2021/11/22, RNG,Ringcentral Inc.,Shmunis Vladimir,CEO COB,S - Sale,$218.80,-21222,122438,-15%,-$4643286
M,2021/11/24 18:02,2021/11/22, MSFT,Microsoft Corp,Nadella Satya,CEO,S - Sale,$340.26,-838584,830791,-50%,-$285338535
,2021/11/24 18:01,2021/11/23, IRMD,Iradimed Corp,Susi Roger E.,Pres CEO COB 10%,S - Sale,$40.32,-10,5601050,0%,-$403150
D,2021/11/24 17:57,2021/11/23, IRMD,Iradimed Corp,Scott Christopher K.,COO CFO Secretary,S - Sale+OE,$40.98,-26715,28595,-48%,-$1094693
,2021/11/24 17:56,2021/11/23, SVC,Service Properties Trust,Donley Brian E.,CFO Treasurer,P - Purchase,$9.97,2,32341,+7%,+$19940
M,2021/11/24 17:43,2021/11/23, NSIT,Insight Enterprises Inc,Lamneck Kenneth T,CEO,S - Sale,$102.70,-4,319362,-1%,-$410803
DM,2021/11/24 17:41,2021/11/22, OLO,Olo Inc.,Benevides Peter J.,CFO,S - Sale+OE,$25.53,-14528,0,-100%,-$370922
,2021/11/24 17:39,2021/11/22, STEM,Stem Inc.,Triplett Mark William,COO,S - Sale,$22.91,-5,35801,-12%,-$114564
D,2021/11/24 17:38,2021/11/23, AAON,Aaon Inc.,Fields Gary D,Pres CEO,S - Sale+OE,$78.02,-20332,38137,-35%,-$1586343
D,2021/11/24 17:28,2021/11/24, CNNB,Cincinnati Bancorp Inc.,Bedinghaus Robert A.,COB CEO,P - Purchase,$15.43,1,101314,+1%,+$15429
,2021/11/24 17:27,2021/11/22, BLMN,Bloomin' Brands Inc.,Scarlett Gregg,EVP COO of Casual Dining,P - Purchase,$19.22,10,75189,+15%,+$192180
M,2021/11/24 17:25,2021/11/22, ONDS,Ondas Holdings Inc.,Kantor Stewart,PresCFOTreasurer Secretary,S - Sale,$8.21,-100,706825,-12%,-$821000
,2021/11/24 17:18,2021/11/22, CXDO,Crexendo Inc.,Mihaylo Steven G,CEO 10%,P - Purchase,$5.23,15,10298393,0%,+$7845
D,2021/11/24 17:18,2021/11/23, COP,Conocophillips,Bullock William L. Jr.,EVP CFO,S - Sale+OE,$74.03,-24441,22451,-52%,-$1809245
,2021/11/24 17:12,2021/11/24, NAUT,Nautilus Biotechnology Inc.,Mowry Anna,CFO Treasurer,P - Purchase,$4.58,15,32500,+86%,+$68633
M,2021/11/24 17:10,2021/11/22, EVR,Evercore Inc.,Schlosstein Ralph,Co-CEO Co-COB,S - Sale,$150.45,-119626,226248,-35%,-$17998197
,2021/11/24 17:00,2021/11/23, OSH,Oak Street Health Inc.,Price Geoffrey M,COO,S - Sale,$31.82,-275,6144807,0%,-$875124
DM,2021/11/24 16:52,2021/11/22, NANX,Nanophase Technologies Corp,Cureton Kevin,COO,S - Sale+OE,$3.82,-36393,25650,-59%,-$138956
M,2021/11/24 16:51,2021/11/22, AAT,American Assets Trust Inc.,Rady Ernest S,COB CEO 10%,P - Purchase,$38.10,10779,10817514,0%,+$410719
D,2021/11/24 16:47,2021/11/22, CANO,Cano Health Inc.,Hernandez Marlow,CEO Pres,P - Purchase,$9.65,8,2864462,0%,+$77200
,2021/11/24 16:39,2021/11/23, ALGM,Allegro Microsystems Inc.,Walsh Paul V Jr,SVP CFO Treasurer,S - Sale,$30.75,-50,924994,-5%,-$1537500
D,2021/11/24 16:38,2021/11/23, NET,Cloudflare Inc.,Zatlyn Michelle,Pres COO,S - Sale+OE,$183.50,-3333,0,-100%,-$6116007
,2021/11/24 16:33,2021/11/22, PLCE,Childrens Place Inc.,Elfers Jane T,Pres CEO,S - Sale,$104.09,-62259,224926,-22%,-$6480539
D,2021/11/24 16:32,2021/11/23, DDOG,Datadog Inc.,Obstler David M,CFO,S - Sale+OE,$176.26,-1875,175391,-10%,-$3304855
,2021/11/24 16:32,2021/11/23, ROVR,Rover Group Inc.,Knox Tracy,CFO,S - Sale,$10.00,-54545,222327,-20%,-$545450
,2021/11/24 16:32,2021/11/23, ROVR,Rover Group Inc.,Easterly Aaron,CEO,S - Sale,$10.00,-824674,2353710,-26%,-$8246740
D,2021/11/24 16:31,2021/11/22, DDOG,Datadog Inc.,Pomel Olivier,CEO,S - Sale+OE,$184.46,-145472,244908,-37%,-$26833006
D,2021/11/24 16:31,2021/11/22, UTHR,United Therapeutics Corp,Rothblatt Martine A,Chairperson CEO,S - Sale+OE,$200.42,-3083,651845,0%,-$617895
,2021/11/24 16:31,2021/11/23, ROVR,Rover Group Inc.,Turner Brenton R.,Pres COO,S - Sale,$10.00,-295074,85249,-78%,-$2950740
DM,2021/11/24 16:30,2021/11/22, LECO,Lincoln Electric Holdings Inc,Mapes Christopher L,COB Pres CEO,S - Sale+OE,$145.96,-11059,154119,-42%,-$16141417
,2021/11/24 16:27,2021/11/22, FBP,First Bancorp /pr/,Aleman Aurelio,Pres CEO,S - Sale,$14.64,-65,1136065,-5%,-$951613
,2021/11/24 16:27,2021/11/24, VICI,Vici Properties Inc.,Payne John W R,Pres COO,P - Purchase,$28.40,883,176561,+5%,+$250772
D,2021/11/24 16:27,2021/11/23, MNTR,Mentor Capital Inc.,Billingsley Chester,CEO,S - Sale+OE,$0.10,-208,867886,-19%,-$20384
M,2021/11/24 16:22,2021/11/22, ID,Parts Id Inc.,Agrawal Kailas,CFO,S - Sale,$2.52,-9908,115092,-8%,-$25011
M,2021/11/24 16:22,2021/11/22, ID,Parts Id Inc.,Ciappina Antonino,CEO,S - Sale,$2.52,-10304,119696,-8%,-$26011
,2021/11/24 16:22,2021/11/22, COOP,Mr. Cooper Group Inc.,Bray Jesse K,CEO,S - Sale,$42.25,-10,1628580,-1%,-$422500
M,2021/11/24 16:22,2021/11/22, ID,Parts Id Inc.,Roy Ajay,COO,S - Sale,$2.52,-9908,115092,-8%,-$25011
D,2021/11/24 16:21,2021/11/22, ALKT,Alkami Technology Inc.,Hill W Bryan,CFO,S - Sale+OE,$28.77,-32492,20000,-62%,-$934795
,2021/11/24 16:17,2021/11/22, UEEC,United Health Products Inc.,Thom Brian David,CEO,S - Sale,$0.76,-134,1444205,-8%,-$101840
D,2021/11/24 16:16,2021/11/22, CSWI,Csw Industrials Inc.,Armes Joseph B,COB Pres CEO,S - Sale+OE,$138.69,-9522,67186,-12%,-$1320588
,2021/11/24 16:09,2021/11/23, AKTS,Akoustis Technologies Inc.,Boller Kenneth,Interim CFO,S - Sale,$6.97,-900,85158,-1%,-$6273
,2021/11/24 16:09,2021/11/23, IRWD,Ironwood Pharmaceuticals Inc,McCourt Thomas A,CEO,S - Sale,$11.58,-52644,618545,-8%,-$609618
,2021/11/24 16:09,2021/11/23, IRWD,Ironwood Pharmaceuticals Inc,Rickard Jason,SVP COO,S - Sale,$11.58,-17193,344665,-5%,-$199095
,2021/11/24 16:07,2021/11/22, RPD,Rapid7 Inc.,Burton Andrew F.,COO,S - Sale,$130.07,-6574,203054,-3%,-$855098
,2021/11/24 16:07,2021/11/22, ARDX,Ardelyx Inc.,Renz Justin A,CFO,S - Sale,$0.99,-643,293687,0%,-$638
